0.8812,0.2664,-0.3808,-0.0870, 
0.8777,0.2699,-0.3859,-0.0885, 
0.8743,0.2733,-0.3910,-0.0899, 
0.8708,0.2767,-0.3960,-0.0914, 
0.8673,0.2800,-0.4009,-0.0928, 
0.8638,0.2833,-0.4058,-0.0942, 
0.8603,0.2866,-0.4107,-0.0957, 
0.8567,0.2899,-0.4155,-0.0971, 
0.8531,0.2930,-0.4202,-0.0985, 
0.8496,0.2962,-0.4249,-0.1000, 
0.8460,0.2993,-0.4295,-0.1014, 
0.8424,0.3024,-0.4341,-0.1028, 
0.8388,0.3054,-0.4386,-0.1042, 
0.8352,0.3084,-0.4430,-0.1056, 
0.8315,0.3113,-0.4474,-0.1070, 
0.8279,0.3143,-0.4517,-0.1084, 
0.8243,0.3171,-0.4560,-0.1098, 
0.8207,0.3199,-0.4602,-0.1112, 
0.8171,0.3227,-0.4643,-0.1125, 
0.8135,0.3255,-0.4684,-0.1139, 
0.8098,0.3281,-0.4724,-0.1153, 
0.8062,0.3308,-0.4764,-0.1166, 
0.8027,0.3334,-0.4803,-0.1180, 
0.7991,0.3360,-0.4841,-0.1193, 
0.7955,0.3385,-0.4879,-0.1207, 
0.7919,0.3410,-0.4916,-0.1220, 
0.7884,0.3435,-0.4953,-0.1233, 
0.7848,0.3459,-0.4989,-0.1246, 
0.7813,0.3482,-0.5024,-0.1259, 
0.7778,0.3506,-0.5059,-0.1272, 
0.7743,0.3529,-0.5093,-0.1285, 
0.7709,0.3551,-0.5126,-0.1298, 
0.7674,0.3573,-0.5159,-0.1311, 
0.7640,0.3595,-0.5192,-0.1324, 
0.7606,0.3616,-0.5224,-0.1336, 
0.7572,0.3637,-0.5255,-0.1349, 
0.7538,0.3658,-0.5286,-0.1361, 
0.7505,0.3678,-0.5316,-0.1374, 
0.7472,0.3698,-0.5345,-0.1386, 
0.7439,0.3718,-0.5374,-0.1398, 
0.7407,0.3737,-0.5402,-0.1410, 
0.7375,0.3756,-0.5430,-0.1422, 
0.7343,0.3774,-0.5458,-0.1434, 
0.7311,0.3792,-0.5484,-0.1446, 
0.7280,0.3810,-0.5510,-0.1458, 
0.7249,0.3827,-0.5536,-0.1470, 
0.7218,0.3844,-0.5561,-0.1481, 
0.7188,0.3861,-0.5586,-0.1493, 
0.7158,0.3878,-0.5610,-0.1504, 
0.7128,0.3894,-0.5634,-0.1515, 
0.7098,0.3910,-0.5657,-0.1527, 
0.7069,0.3925,-0.5679,-0.1538, 
0.7041,0.3940,-0.5701,-0.1549, 
0.7012,0.3955,-0.5723,-0.1560, 
0.6984,0.3970,-0.5744,-0.1571, 
0.6957,0.3984,-0.5765,-0.1582, 
0.6930,0.3998,-0.5785,-0.1592, 
0.6903,0.4012,-0.5804,-0.1603, 
0.6876,0.4025,-0.5824,-0.1613, 
0.6850,0.4038,-0.5842,-0.1624, 
0.6824,0.4051,-0.5861,-0.1634, 
0.6799,0.4064,-0.5879,-0.1645, 
0.6774,0.4076,-0.5896,-0.1655, 
0.6749,0.4088,-0.5913,-0.1665, 
0.6725,0.4100,-0.5930,-0.1675, 
0.6701,0.4111,-0.5946,-0.1685, 
0.6678,0.4123,-0.5962,-0.1695, 
0.6655,0.4134,-0.5977,-0.1704, 
0.6632,0.4145,-0.5992,-0.1714, 
0.6610,0.4155,-0.6006,-0.1723, 
0.6588,0.4166,-0.6021,-0.1733, 
0.6566,0.4176,-0.6034,-0.1742, 
0.6545,0.4186,-0.6048,-0.1751, 
0.6524,0.4195,-0.6061,-0.1761, 
0.6504,0.4205,-0.6074,-0.1770, 
0.6484,0.4214,-0.6086,-0.1779, 
0.6464,0.4223,-0.6098,-0.1788, 
0.6445,0.4232,-0.6110,-0.1796, 
0.6426,0.4241,-0.6121,-0.1805, 
0.6407,0.4249,-0.6132,-0.1814, 
0.6389,0.4258,-0.6142,-0.1822, 
0.6371,0.4266,-0.6153,-0.1831, 
0.6354,0.4274,-0.6163,-0.1839, 
0.6337,0.4281,-0.6173,-0.1847, 
0.6320,0.4289,-0.6182,-0.1856, 
0.6304,0.4296,-0.6191,-0.1864, 
0.6288,0.4304,-0.6200,-0.1872, 
0.6272,0.4311,-0.6208,-0.1879, 
0.6257,0.4318,-0.6217,-0.1887, 
0.6242,0.4324,-0.6224,-0.1895, 
0.6228,0.4331,-0.6232,-0.1903, 
0.6213,0.4337,-0.6240,-0.1910, 
0.6200,0.4344,-0.6247,-0.1918, 
0.6186,0.4350,-0.6254,-0.1925, 
0.6173,0.4356,-0.6260,-0.1932, 
0.6160,0.4361,-0.6267,-0.1940, 
0.6147,0.4367,-0.6273,-0.1947, 
0.6135,0.4373,-0.6279,-0.1954, 
0.6123,0.4378,-0.6284,-0.1961, 
0.6112,0.4383,-0.6290,-0.1967, 
0.6101,0.4388,-0.6295,-0.1974, 
0.6090,0.4393,-0.6300,-0.1981, 
0.6079,0.4398,-0.6305,-0.1987, 
0.6069,0.4403,-0.6309,-0.1994, 
0.6059,0.4408,-0.6314,-0.2000, 
0.6049,0.4412,-0.6318,-0.2007, 
0.6039,0.4417,-0.6322,-0.2013, 
0.6030,0.4421,-0.6326,-0.2019, 
0.6021,0.4425,-0.6329,-0.2025, 
0.6013,0.4429,-0.6333,-0.2031, 
0.6004,0.4433,-0.6336,-0.2037, 
0.5996,0.4437,-0.6339,-0.2043, 
0.5989,0.4441,-0.6342,-0.2049, 
0.5981,0.4445,-0.6345,-0.2054, 
0.5974,0.4448,-0.6347,-0.2060, 
0.5967,0.4452,-0.6349,-0.2065, 
0.5960,0.4455,-0.6352,-0.2071, 
0.5953,0.4458,-0.6354,-0.2076, 
0.5947,0.4461,-0.6356,-0.2082, 
0.5941,0.4465,-0.6357,-0.2087, 
0.5935,0.4468,-0.6359,-0.2092, 
0.5930,0.4470,-0.6361,-0.2097, 
0.5924,0.4473,-0.6362,-0.2102, 
0.5919,0.4476,-0.6363,-0.2107, 
0.5914,0.4479,-0.6364,-0.2112, 
0.5910,0.4481,-0.6365,-0.2116, 
0.5905,0.4484,-0.6366,-0.2121, 
0.5901,0.4486,-0.6367,-0.2125, 
0.5897,0.4489,-0.6367,-0.2130, 
0.5893,0.4491,-0.6368,-0.2134, 
0.5889,0.4493,-0.6368,-0.2139, 
0.5886,0.4495,-0.6369,-0.2143, 
0.5882,0.4497,-0.6369,-0.2147, 
0.5879,0.4499,-0.6369,-0.2151, 
0.5876,0.4501,-0.6369,-0.2155, 
0.5873,0.4503,-0.6369,-0.2159, 
0.5871,0.4505,-0.6369,-0.2163, 
0.5868,0.4507,-0.6368,-0.2167, 
0.5866,0.4509,-0.6368,-0.2171, 
0.5864,0.4510,-0.6367,-0.2175, 
0.5862,0.4512,-0.6367,-0.2178, 
0.5860,0.4513,-0.6366,-0.2182, 
0.5858,0.4515,-0.6366,-0.2185, 
0.5857,0.4516,-0.6365,-0.2189, 
0.5855,0.4518,-0.6364,-0.2192, 
0.5854,0.4519,-0.6363,-0.2196, 
0.5853,0.4520,-0.6362,-0.2199, 
0.5852,0.4521,-0.6361,-0.2202, 
0.5851,0.4522,-0.6360,-0.2205, 
0.5850,0.4524,-0.6359,-0.2208, 
0.5850,0.4525,-0.6358,-0.2211, 
0.5849,0.4526,-0.6356,-0.2214, 
0.5849,0.4527,-0.6355,-0.2217, 
0.5849,0.4527,-0.6354,-0.2220, 
0.5849,0.4528,-0.6352,-0.2223, 
0.5848,0.4529,-0.6351,-0.2225, 
0.5849,0.4530,-0.6349,-0.2228, 
0.5849,0.4531,-0.6347,-0.2230, 
0.5849,0.4531,-0.6346,-0.2233, 
0.5849,0.4532,-0.6344,-0.2235, 
0.5850,0.4533,-0.6343,-0.2238, 
0.5850,0.4533,-0.6341,-0.2240, 
0.5851,0.4534,-0.6339,-0.2242, 
0.5852,0.4534,-0.6337,-0.2245, 
0.5852,0.4535,-0.6335,-0.2247, 
0.5853,0.4535,-0.6334,-0.2249, 
0.5854,0.4536,-0.6332,-0.2251, 
0.5855,0.4536,-0.6330,-0.2253, 
0.5856,0.4537,-0.6328,-0.2255, 
0.5857,0.4537,-0.6326,-0.2257, 
0.5858,0.4537,-0.6324,-0.2259, 
0.5860,0.4537,-0.6322,-0.2261, 
0.5861,0.4538,-0.6320,-0.2263, 
0.5862,0.4538,-0.6318,-0.2264, 
0.5864,0.4538,-0.6316,-0.2266, 
0.5865,0.4538,-0.6314,-0.2268, 
0.5867,0.4538,-0.6311,-0.2269, 
0.5868,0.4538,-0.6309,-0.2271, 
0.5870,0.4538,-0.6307,-0.2272, 
0.5872,0.4539,-0.6305,-0.2274, 
0.5873,0.4539,-0.6303,-0.2275, 
0.5875,0.4539,-0.6301,-0.2277, 
0.5877,0.4539,-0.6299,-0.2278, 
0.5879,0.4538,-0.6297,-0.2279, 
0.5881,0.4538,-0.6294,-0.2280, 
0.5883,0.4538,-0.6292,-0.2282, 
0.5885,0.4538,-0.6290,-0.2283, 
0.5887,0.4538,-0.6288,-0.2284, 
0.5889,0.4538,-0.6286,-0.2285, 
0.5891,0.4538,-0.6284,-0.2286, 
0.5893,0.4538,-0.6281,-0.2287, 
0.5895,0.4537,-0.6279,-0.2288, 
0.5897,0.4537,-0.6277,-0.2289, 
0.5899,0.4537,-0.6275,-0.2290, 
0.5901,0.4537,-0.6273,-0.2291, 
0.5903,0.4536,-0.6271,-0.2292, 
0.5906,0.4536,-0.6268,-0.2292, 
0.5908,0.4536,-0.6266,-0.2293, 
0.5910,0.4536,-0.6264,-0.2294, 
0.5912,0.4535,-0.6262,-0.2295, 
0.5914,0.4535,-0.6260,-0.2295, 
0.5917,0.4534,-0.6258,-0.2296, 
0.5919,0.4534,-0.6256,-0.2296, 
0.5921,0.4534,-0.6254,-0.2297, 
0.5923,0.4533,-0.6252,-0.2298, 
0.5926,0.4533,-0.6250,-0.2298, 
0.5928,0.4533,-0.6248,-0.2299, 
0.5930,0.4532,-0.6246,-0.2299, 
0.5933,0.4532,-0.6244,-0.2299, 
0.5935,0.4531,-0.6242,-0.2300, 
0.5937,0.4531,-0.6240,-0.2300, 
0.5939,0.4530,-0.6238,-0.2301, 
0.5942,0.4530,-0.6236,-0.2301, 
0.5944,0.4529,-0.6234,-0.2301, 
0.5946,0.4529,-0.6232,-0.2301, 
0.5949,0.4528,-0.6230,-0.2302, 
0.5951,0.4528,-0.6228,-0.2302, 
0.5953,0.4527,-0.6226,-0.2302, 
0.5955,0.4527,-0.6224,-0.2302, 
0.5958,0.4526,-0.6222,-0.2302, 
0.5960,0.4526,-0.6221,-0.2303, 
0.5962,0.4525,-0.6219,-0.2303, 
0.5964,0.4525,-0.6217,-0.2303, 
0.5967,0.4524,-0.6215,-0.2303, 
0.5969,0.4523,-0.6214,-0.2303, 
0.5971,0.4523,-0.6212,-0.2303, 
0.5973,0.4522,-0.6210,-0.2303, 
0.5975,0.4522,-0.6209,-0.2303, 
0.5978,0.4521,-0.6207,-0.2303, 
0.5980,0.4521,-0.6205,-0.2303, 
0.5982,0.4520,-0.6204,-0.2303, 
0.5984,0.4519,-0.6202,-0.2303, 
0.5986,0.4519,-0.6200,-0.2303, 
0.5988,0.4518,-0.6199,-0.2302, 
0.5990,0.4518,-0.6197,-0.2302, 
0.5992,0.4517,-0.6196,-0.2302, 
0.5994,0.4516,-0.6194,-0.2302, 
0.5996,0.4516,-0.6193,-0.2302, 
0.5998,0.4515,-0.6192,-0.2302, 
0.6000,0.4514,-0.6190,-0.2301, 
0.6002,0.4514,-0.6189,-0.2301, 
0.6004,0.4513,-0.6187,-0.2301, 
0.6006,0.4513,-0.6186,-0.2301, 
0.6008,0.4512,-0.6185,-0.2301, 
0.6010,0.4511,-0.6183,-0.2300, 
0.6012,0.4511,-0.6182,-0.2300, 
0.6014,0.4510,-0.6181,-0.2300, 
0.6016,0.4509,-0.6180,-0.2299, 
0.6018,0.4509,-0.6178,-0.2299, 
0.6019,0.4508,-0.6177,-0.2299, 
0.6021,0.4508,-0.6176,-0.2298, 
0.6023,0.4507,-0.6175,-0.2298, 
0.6025,0.4506,-0.6174,-0.2298, 
0.6027,0.4506,-0.6173,-0.2297, 
0.6028,0.4505,-0.6172,-0.2297, 
0.6030,0.4504,-0.6170,-0.2297, 
0.6032,0.4504,-0.6169,-0.2296, 
0.6033,0.4503,-0.6168,-0.2296, 
0.6035,0.4503,-0.6167,-0.2295, 
0.6037,0.4502,-0.6166,-0.2295, 
0.6038,0.4501,-0.6165,-0.2295, 
0.6040,0.4501,-0.6165,-0.2294, 
0.6041,0.4500,-0.6164,-0.2294, 
0.6043,0.4499,-0.6163,-0.2293, 
0.6044,0.4499,-0.6162,-0.2293, 
0.6046,0.4498,-0.6161,-0.2292, 
0.6047,0.4498,-0.6160,-0.2292, 
0.6049,0.4497,-0.6159,-0.2292, 
0.6050,0.4496,-0.6159,-0.2291, 
0.6052,0.4496,-0.6158,-0.2291, 
0.6053,0.4495,-0.6157,-0.2290, 
0.6055,0.4495,-0.6156,-0.2290, 
0.6056,0.4494,-0.6156,-0.2289, 
0.6057,0.4493,-0.6155,-0.2289, 
0.6059,0.4493,-0.6154,-0.2288, 
0.6060,0.4492,-0.6154,-0.2288, 
0.6061,0.4491,-0.6153,-0.2287, 
0.6062,0.4491,-0.6152,-0.2287, 
0.6064,0.4490,-0.6152,-0.2286, 
0.6065,0.4490,-0.6151,-0.2286, 
0.6066,0.4489,-0.6150,-0.2285, 
0.6067,0.4489,-0.6150,-0.2285, 
0.6068,0.4488,-0.6149,-0.2284, 
0.6070,0.4487,-0.6149,-0.2284, 
0.6071,0.4487,-0.6148,-0.2283, 
0.6072,0.4486,-0.6148,-0.2283, 
0.6073,0.4486,-0.6147,-0.2282, 
0.6074,0.4485,-0.6147,-0.2282, 
0.6075,0.4485,-0.6147,-0.2281, 
0.6076,0.4484,-0.6146,-0.2280, 
0.6077,0.4483,-0.6146,-0.2280, 
0.6078,0.4483,-0.6145,-0.2279, 
0.6079,0.4482,-0.6145,-0.2279, 
0.6080,0.4482,-0.6145,-0.2278, 
0.6081,0.4481,-0.6144,-0.2278, 
0.6082,0.4481,-0.6144,-0.2277, 
0.6083,0.4480,-0.6144,-0.2277, 
0.6084,0.4480,-0.6143,-0.2276, 
0.6085,0.4479,-0.6143,-0.2276, 
0.6085,0.4479,-0.6143,-0.2275, 
0.6086,0.4478,-0.6143,-0.2275, 
0.6087,0.4478,-0.6142,-0.2274, 
0.6088,0.4477,-0.6142,-0.2274, 
0.6089,0.4477,-0.6142,-0.2273, 
0.6089,0.4476,-0.6142,-0.2272, 
0.6090,0.4476,-0.6141,-0.2272, 
0.6091,0.4475,-0.6141,-0.2271, 
0.6092,0.4475,-0.6141,-0.2271, 
0.6092,0.4474,-0.6141,-0.2270, 
0.6093,0.4474,-0.6141,-0.2270, 
0.6094,0.4473,-0.6141,-0.2269, 
0.6094,0.4473,-0.6141,-0.2269, 
0.6095,0.4472,-0.6141,-0.2268, 
0.6096,0.4472,-0.6140,-0.2268, 
0.6096,0.4471,-0.6140,-0.2267, 
0.6097,0.4471,-0.6140,-0.2267, 
0.6098,0.4470,-0.6140,-0.2266, 
0.6098,0.4470,-0.6140,-0.2266, 
0.6099,0.4469,-0.6140,-0.2265, 
0.6099,0.4469,-0.6140,-0.2265, 
0.6100,0.4468,-0.6140,-0.2264, 
0.6100,0.4468,-0.6140,-0.2264, 
0.6101,0.4468,-0.6140,-0.2263, 
0.6101,0.4467,-0.6140,-0.2263, 
0.6102,0.4467,-0.6140,-0.2262, 
0.6102,0.4466,-0.6140,-0.2262, 
0.6103,0.4466,-0.6140,-0.2261, 
0.6103,0.4465,-0.6140,-0.2261, 
0.6104,0.4465,-0.6140,-0.2260, 
0.6104,0.4465,-0.6140,-0.2260, 
0.6104,0.4464,-0.6140,-0.2259, 
0.6105,0.4464,-0.6140,-0.2259, 
0.6105,0.4463,-0.6140,-0.2258, 
0.6106,0.4463,-0.6140,-0.2258, 
0.6106,0.4463,-0.6141,-0.2257, 
0.6106,0.4462,-0.6141,-0.2257, 
0.6107,0.4462,-0.6141,-0.2257, 
0.6107,0.4461,-0.6141,-0.2256, 
0.6107,0.4461,-0.6141,-0.2256, 
0.6108,0.4461,-0.6141,-0.2255, 
0.6108,0.4460,-0.6141,-0.2255, 
0.6108,0.4460,-0.6141,-0.2254, 
0.6109,0.4459,-0.6141,-0.2254, 
0.6109,0.4459,-0.6142,-0.2253, 
0.6109,0.4459,-0.6142,-0.2253, 
0.6110,0.4458,-0.6142,-0.2253, 
0.6110,0.4458,-0.6142,-0.2252, 
0.6110,0.4458,-0.6142,-0.2252, 
0.6110,0.4457,-0.6142,-0.2251, 
0.6111,0.4457,-0.6142,-0.2251, 
0.6111,0.4457,-0.6143,-0.2250, 
0.6111,0.4456,-0.6143,-0.2250, 
0.6111,0.4456,-0.6143,-0.2250, 
0.6111,0.4456,-0.6143,-0.2249, 
0.6112,0.4455,-0.6143,-0.2249, 
0.6112,0.4455,-0.6144,-0.2248, 
0.6112,0.4455,-0.6144,-0.2248, 
0.6112,0.4454,-0.6144,-0.2248, 
0.6112,0.4454,-0.6144,-0.2247, 
0.6112,0.4454,-0.6144,-0.2247, 
0.6113,0.4454,-0.6145,-0.2247, 
0.6113,0.4453,-0.6145,-0.2246, 
0.6113,0.4453,-0.6145,-0.2246, 
0.6113,0.4453,-0.6145,-0.2245, 
0.6113,0.4452,-0.6145,-0.2245, 
0.6113,0.4452,-0.6146,-0.2245, 
0.6113,0.4452,-0.6146,-0.2244, 
0.6114,0.4452,-0.6146,-0.2244, 
0.6114,0.4451,-0.6146,-0.2244, 
0.6114,0.4451,-0.6146,-0.2243, 
0.6114,0.4451,-0.6147,-0.2243, 
0.6114,0.4450,-0.6147,-0.2243, 
0.6114,0.4450,-0.6147,-0.2242, 
0.6114,0.4450,-0.6147,-0.2242, 
0.6114,0.4450,-0.6148,-0.2242, 
0.6114,0.4449,-0.6148,-0.2241, 
0.6114,0.4449,-0.6148,-0.2241, 
0.6114,0.4449,-0.6148,-0.2241, 
0.6114,0.4449,-0.6148,-0.2240, 
0.6114,0.4448,-0.6149,-0.2240, 
0.6115,0.4448,-0.6149,-0.2240, 
0.6115,0.4448,-0.6149,-0.2239, 
0.6115,0.4448,-0.6149,-0.2239, 
0.6115,0.4448,-0.6150,-0.2239, 
0.6115,0.4447,-0.6150,-0.2239, 
0.6115,0.4447,-0.6150,-0.2238, 
0.6115,0.4447,-0.6150,-0.2238, 
0.6115,0.4447,-0.6151,-0.2238, 
0.6115,0.4446,-0.6151,-0.2237, 
0.6115,0.4446,-0.6151,-0.2237, 
0.6115,0.4446,-0.6151,-0.2237, 
0.6115,0.4446,-0.6151,-0.2237, 
0.6115,0.4446,-0.6152,-0.2236, 
0.6115,0.4445,-0.6152,-0.2236, 
0.6115,0.4445,-0.6152,-0.2236, 
0.6115,0.4445,-0.6152,-0.2236, 
0.6115,0.4445,-0.6153,-0.2235, 
0.6115,0.4445,-0.6153,-0.2235, 
0.6115,0.4444,-0.6153,-0.2235, 
0.6115,0.4444,-0.6153,-0.2235, 
0.6115,0.4444,-0.6154,-0.2234, 
0.6115,0.4444,-0.6154,-0.2234, 
0.6115,0.4444,-0.6154,-0.2234, 
0.6115,0.4444,-0.6154,-0.2234, 
0.6115,0.4443,-0.6154,-0.2234, 
0.6115,0.4443,-0.6155,-0.2233, 
0.6115,0.4443,-0.6155,-0.2233, 
0.6115,0.4443,-0.6155,-0.2233, 
0.6115,0.4443,-0.6155,-0.2233, 
0.6115,0.4443,-0.6156,-0.2232, 
0.6115,0.4442,-0.6156,-0.2232, 
0.6115,0.4442,-0.6156,-0.2232, 
0.6115,0.4442,-0.6156,-0.2232, 
0.6115,0.4442,-0.6156,-0.2232, 
0.6115,0.4442,-0.6157,-0.2232, 
0.6114,0.4442,-0.6157,-0.2231, 
0.6114,0.4442,-0.6157,-0.2231, 
0.6114,0.4441,-0.6157,-0.2231, 
0.6114,0.4441,-0.6157,-0.2231, 
0.6114,0.4441,-0.6158,-0.2231, 
0.6114,0.4441,-0.6158,-0.2230, 
0.6114,0.4441,-0.6158,-0.2230, 
0.6114,0.4441,-0.6158,-0.2230, 
0.6114,0.4441,-0.6158,-0.2230, 
0.6114,0.4440,-0.6159,-0.2230, 
0.6114,0.4440,-0.6159,-0.2230, 
0.6114,0.4440,-0.6159,-0.2229, 
0.6114,0.4440,-0.6159,-0.2229, 
0.6114,0.4440,-0.6159,-0.2229, 
0.6114,0.4440,-0.6160,-0.2229, 
0.6114,0.4440,-0.6160,-0.2229, 
0.6114,0.4440,-0.6160,-0.2229, 
0.6114,0.4440,-0.6160,-0.2229, 
0.6114,0.4439,-0.6160,-0.2228, 
0.6114,0.4439,-0.6160,-0.2228, 
0.6114,0.4439,-0.6161,-0.2228, 
0.6114,0.4439,-0.6161,-0.2228, 
0.6113,0.4439,-0.6161,-0.2228, 
0.6113,0.4439,-0.6161,-0.2228, 
0.6113,0.4439,-0.6161,-0.2228, 
0.6113,0.4439,-0.6161,-0.2228, 
0.6113,0.4439,-0.6162,-0.2227, 
0.6113,0.4439,-0.6162,-0.2227, 
0.6113,0.4438,-0.6162,-0.2227, 
0.6113,0.4438,-0.6162,-0.2227, 
0.6113,0.4438,-0.6162,-0.2227, 
0.6113,0.4438,-0.6162,-0.2227, 
0.6113,0.4438,-0.6162,-0.2227, 
0.6113,0.4438,-0.6163,-0.2227, 
0.6113,0.4438,-0.6163,-0.2227, 
0.6113,0.4438,-0.6163,-0.2226, 
0.6113,0.4438,-0.6163,-0.2226, 
0.6113,0.4438,-0.6163,-0.2226, 
0.6113,0.4438,-0.6163,-0.2226, 
0.6113,0.4438,-0.6163,-0.2226, 
0.6113,0.4438,-0.6164,-0.2226, 
0.6112,0.4437,-0.6164,-0.2226, 
0.6112,0.4437,-0.6164,-0.2226, 
0.6112,0.4437,-0.6164,-0.2226, 
0.6112,0.4437,-0.6164,-0.2226, 
0.6112,0.4437,-0.6164,-0.2226, 
0.6112,0.4437,-0.6164,-0.2226, 
0.6112,0.4437,-0.6164,-0.2225, 
0.6112,0.4437,-0.6165,-0.2225, 
0.6112,0.4437,-0.6165,-0.2225, 
0.6112,0.4437,-0.6165,-0.2225, 
0.6112,0.4437,-0.6165,-0.2225, 
0.6112,0.4437,-0.6165,-0.2225, 
0.6112,0.4437,-0.6165,-0.2225, 
0.6112,0.4437,-0.6165,-0.2225, 
0.6112,0.4437,-0.6165,-0.2225, 
0.6112,0.4437,-0.6165,-0.2225, 
0.6112,0.4437,-0.6166,-0.2225, 
0.6112,0.4437,-0.6166,-0.2225, 
0.6112,0.4436,-0.6166,-0.2225, 
0.6112,0.4436,-0.6166,-0.2225, 
0.6112,0.4436,-0.6166,-0.2225, 
0.6111,0.4436,-0.6166,-0.2225, 
0.6111,0.4436,-0.6166,-0.2225, 
0.6111,0.4436,-0.6166,-0.2224, 
0.6111,0.4436,-0.6166,-0.2224, 
0.6111,0.4436,-0.6166,-0.2224, 
0.6111,0.4436,-0.6166,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6167,-0.2224, 
0.6111,0.4436,-0.6168,-0.2224, 
0.6111,0.4436,-0.6168,-0.2224, 
0.6111,0.4436,-0.6168,-0.2224, 
